ICD-10 code	ICD-10 code description	ICD-10 group	Ideation or action	Past or present 
T41.3X2A	Poisoning by local anesthetics, intentional self-harm, initial	self_harm	action	present
T41.3X2D	Poisoning by local anesthetics, intentional self-harm, subsequent	self_harm	action	past
T41.3X2D	Poisoning by local anesthetics, intentional self-harm, subsequent	self_harm	action	present
T41.3X2S	Poisoning by local anesthetics, self-harm, sequela	self_harm	action	past
T41.3X2S	Poisoning by local anesthetics, self-harm, sequela	self_harm	action	present
T41.42XA	Poisoning by unspecified anesthetic, intentional self-harm, initial	self_harm	action	present
T41.42XD	Poisoning by unspecified anesthetic, intentional self-harm, subsequent	self_harm	action	past
T41.42XD	Poisoning by unspecified anesthetic, intentional self-harm, subsequent	self_harm	action	present
T41.42XS	Poisoning by unspecified anesthetic, intentional self-harm, sequela	self_harm	action	past
T41.42XS	Poisoning by unspecified anesthetic, intentional self-harm, sequela	self_harm	action	present
T41.5X2	Poisoning by therapeutic gases, intentional self-harm	self_harm	action	present
T41.5X2A	Poisoning by therapeutic gases, intentional self-harm, initial	self_harm	action	present
T41.5X2D	Poisoning by therapeutic gases, intentional self-harm, subsequent	self_harm	action	past
T41.5X2D	Poisoning by therapeutic gases, intentional self-harm, subsequent	self_harm	action	present
T41.5X2S	Poisoning by therapeutic gases, self-harm, sequela	self_harm	action	past
T41.5X2S	Poisoning by therapeutic gases, self-harm, sequela	self_harm	action	present
T42.0X2	Poisoning by hydantoin derivatives, intentional self-harm	self_harm	action	present
T42.0X2A	Poisoning by hydantoin derivatives, self-harm, initial	self_harm	action	present
T42.0X2D	Poisoning by hydantoin derivatives, self-harm, subsequent	self_harm	action	past
T42.0X2D	Poisoning by hydantoin derivatives, self-harm, subsequent	self_harm	action	present
T42.0X2S	Poisoning by hydantoin derivatives, self-harm, sequela	self_harm	action	past
T42.0X2S	Poisoning by hydantoin derivatives, self-harm, sequela	self_harm	action	present
T42.1X2	Poisoning by iminostilbenes, intentional self-harm	self_harm	action	present
T42.1X2A	Poisoning by iminostilbenes, intentional self-harm, initial	self_harm	action	present
T42.1X2D	Poisoning by iminostilbenes, intentional self-harm, subsequent	self_harm	action	past
T42.1X2D	Poisoning by iminostilbenes, intentional self-harm, subsequent	self_harm	action	present
T42.1X2S	Poisoning by iminostilbenes, intentional self-harm, sequela	self_harm	action	past
T42.1X2S	Poisoning by iminostilbenes, intentional self-harm, sequela	self_harm	action	present
T42.2X2	Poisoning by succinimides and oxazolidinediones, self-harm	self_harm	action	present
T42.2X2A	Poisoning by succinimides and oxazolidinediones, self-harm, initial	self_harm	action	present
T42.2X2D	Poisoning by succinimides and oxazolidinediones, self-harm, subsequent	self_harm	action	past
T42.2X2D	Poisoning by succinimides and oxazolidinediones, self-harm, subsequent	self_harm	action	present
T42.2X2S	Poisoning by succinimides and oxazolidinediones, Self-harm, sequela	self_harm	action	past
T42.2X2S	Poisoning by succinimides and oxazolidinediones, Self-harm, sequela	self_harm	action	present
T42.3X2	Poisoning by barbiturates, intentional self-harm	self_harm	action	present
T42.3X2A	Poisoning by barbiturates, intentional self-harm, initial	self_harm	action	present
T42.3X2D	Poisoning by barbiturates, intentional self-harm, subsequent	self_harm	action	past
T42.3X2D	Poisoning by barbiturates, intentional self-harm, subsequent	self_harm	action	present
T42.3X2S	Poisoning by barbiturates, intentional self-harm, sequela	self_harm	action	past
T42.3X2S	Poisoning by barbiturates, intentional self-harm, sequela	self_harm	action	present
T42.4X2	Poisoning by benzodiazepines, intentional self-harm	self_harm	action	present
T42.4X2A	Poisoning by benzodiazepines, intentional self-harm, initial	self_harm	action	present
T42.4X2D	Poisoning by benzodiazepines, intentional self-harm, subsequent	self_harm	action	past
T42.4X2D	Poisoning by benzodiazepines, intentional self-harm, subsequent	self_harm	action	present
T42.4X2S	Poisoning by benzodiazepines, intentional self-harm, sequela	self_harm	action	past
T42.4X2S	Poisoning by benzodiazepines, intentional self-harm, sequela	self_harm	action	present
T42.5X2	Poisoning by mixed antiepileptics, intentional self-harm	self_harm	action	present
T42.5X2A	Poisoning by mixed antiepileptics, self-harm, initial	self_harm	action	present
T42.5X2D	Poisoning by mixed antiepileptics, self-harm, subsequent	self_harm	action	past
T42.5X2D	Poisoning by mixed antiepileptics, self-harm, subsequent	self_harm	action	present
T42.5X2S	Poisoning by mixed antiepileptics, self-harm, sequela	self_harm	action	past
T42.5X2S	Poisoning by mixed antiepileptics, self-harm, sequela	self_harm	action	present
T42.6X2	Poisoning by other antieplptc and sed-hypntc drugs, self-harm	self_harm	action	present
T42.6X2A	Poisoning by other antieplptc and sed-hypntc drugs, Self-harm, initial	self_harm	action	present
T42.6X2D	Poisoning by other antieplptc and sed-hypntc drugs, Self-harm, subsequent	self_harm	action	past
T42.6X2D	Poisoning by other antieplptc and sed-hypntc drugs, Self-harm, subsequent	self_harm	action	present
T42.6X2S	Poisoning by other antieplptc and sed-hypntc drugs, Self-harm, sequela	self_harm	action	past
T42.6X2S	Poisoning by other antieplptc and sed-hypntc drugs, Self-harm, sequela	self_harm	action	present
T42.72XA	Poisoning by unspecified antieplptc and sed-hypntc drugs, Self-harm, initial	self_harm	action	present
T42.72XD	Poisoning by unspecified antieplptc and sed-hypntc drugs, Self-harm, subsequent	self_harm	action	past
T42.72XD	Poisoning by unspecified antieplptc and sed-hypntc drugs, Self-harm, subsequent	self_harm	action	present
T42.72XS	Poisoning by unspecified antieplptc and sed-hypntc drugs, Self-harm, sequela	self_harm	action	past
T42.72XS	Poisoning by unspecified antieplptc and sed-hypntc drugs, Self-harm, sequela	self_harm	action	present
T42.8X2	Poisoning by antiparkns drug/centr musc-tone depr, self-harm	self_harm	action	present
T42.8X2A	Poisoning by antiparkns drug/centr musc-tone depr, Self-harm, initial	self_harm	action	present
T42.8X2D	Poisoning by antiparkns drug/centr musc-tone depr, Self-harm, subsequent	self_harm	action	past
T42.8X2D	Poisoning by antiparkns drug/centr musc-tone depr, Self-harm, subsequent	self_harm	action	present
T42.8X2S	Poisoning by antiparkns drug/centr musc-tone depr, Self-harm, sequela	self_harm	action	past
T42.8X2S	Poisoning by antiparkns drug/centr musc-tone depr, Self-harm, sequela	self_harm	action	present
T43.012	Poisoning by tricyclic antidepressants, self-harm	self_harm	action	present
T43.012A	Poisoning by tricyclic antidepressants, self-harm, initial	self_harm	action	present
T43.012D	Poisoning by tricyclic antidepressants, self-harm, subsequent	self_harm	action	past
T43.012D	Poisoning by tricyclic antidepressants, self-harm, subsequent	self_harm	action	present
T43.012S	Poisoning by tricyclic antidepressants, self-harm, sequela	self_harm	action	past
T43.012S	Poisoning by tricyclic antidepressants, self-harm, sequela	self_harm	action	present
T43.022	Poisoning by tetracyclic antidepressants, self-harm	self_harm	action	present
T43.022A	Poisoning by tetracyclic antidepressants, self-harm, initial	self_harm	action	present
T43.022D	Poisoning by tetracyclic antidepressants, self-harm, subsequent	self_harm	action	past
T43.022D	Poisoning by tetracyclic antidepressants, self-harm, subsequent	self_harm	action	present
T43.022S	Poisoning by tetracyclic antidepressants, self-harm, sequela	self_harm	action	past
T43.022S	Poisoning by tetracyclic antidepressants, self-harm, sequela	self_harm	action	present
T43.1X2	Poisoning by MAO inhib antidepressants, self-harm	self_harm	action	present
T43.1X2A	Poisoning by MAO inhib antidepressants, self-harm, initial	self_harm	action	present
T43.1X2D	Poisoning by MAO inhib antidepressants, self-harm, subsequent	self_harm	action	past
T43.1X2D	Poisoning by MAO inhib antidepressants, self-harm, subsequent	self_harm	action	present
T43.1X2S	Poisoning by MAO inhib antidepressants, self-harm, sequela	self_harm	action	past
T43.1X2S	Poisoning by MAO inhib antidepressants, self-harm, sequela	self_harm	action	present
T43.202	Poisoning by unspecified antidepressants, intentional self-harm	self_harm	action	present
T43.202A	Poisoning by unspecified antidepressants, self-harm, initial	self_harm	action	present
T43.202D	Poisoning by unspecified antidepressants, self-harm, subsequent	self_harm	action	past
T43.202D	Poisoning by unspecified antidepressants, self-harm, subsequent	self_harm	action	present
T43.202S	Poisoning by unspecified antidepressants, self-harm, sequela	self_harm	action	past
T43.202S	Poisoning by unspecified antidepressants, self-harm, sequela	self_harm	action	present
T43.212	Poisoning by slctv seroton/norepineph reup inhibtr, self-harm	self_harm	action	present
T43.212A	Poisoning by slctv seroton/norepineph reup inhibtr,Self-harm, initial	self_harm	action	present
T43.212D	Poisoning by slctv seroton/norepineph reup inhibtr,Self-harm, subsequent	self_harm	action	past
T43.212D	Poisoning by slctv seroton/norepineph reup inhibtr,Self-harm, subsequent	self_harm	action	present
T43.212S	Poisoning by slctv seroton/norepineph reup inhibtr,Self-harm, sequela	self_harm	action	past
T43.212S	Poisoning by slctv seroton/norepineph reup inhibtr,Self-harm, sequela	self_harm	action	present
T43.222	Poisoning by selective serotonin reuptake inhibtr, self-harm	self_harm	action	present
T43.222A	Poisoning by slctv serotonin reuptake inhibtr, self-harm, initial	self_harm	action	present
T43.222D	Poisoning by slctv serotonin reuptake inhibtr, self-harm, subsequent	self_harm	action	past
T43.222D	Poisoning by slctv serotonin reuptake inhibtr, self-harm, subsequent	self_harm	action	present
T43.222S	Poisoning by slctv serotonin reuptake inhibtr, Self-harm, sequela	self_harm	action	past
T43.222S	Poisoning by slctv serotonin reuptake inhibtr, Self-harm, sequela	self_harm	action	present
T43.292	Poisoning by other antidepressants, intentional self-harm	self_harm	action	present
T43.292A	Poisoning by other antidepressants, self-harm, initial	self_harm	action	present
T43.292D	Poisoning by other antidepressants, self-harm, subsequent	self_harm	action	past
T43.292D	Poisoning by other antidepressants, self-harm, subsequent	self_harm	action	present
T43.292S	Poisoning by other antidepressants, self-harm, sequela	self_harm	action	past
T43.292S	Poisoning by other antidepressants, self-harm, sequela	self_harm	action	present
T43.3X2	Poisoning by phenothiazine antipsychot/neurolept, self-harm	self_harm	action	present
T43.3X2A	Poisoning by phenothiaz antipsychot/neurolept, self-harm, initial	self_harm	action	present
T43.3X2D	Poisoning by phenothiaz antipsychot/neurolept, self-harm, subsequent	self_harm	action	past
T43.3X2D	Poisoning by phenothiaz antipsychot/neurolept, self-harm, subsequent	self_harm	action	present
T43.3X2S	Poisoning by phenothiaz antipsychot/neurolept, Self-harm, sequela	self_harm	action	past
T43.3X2S	Poisoning by phenothiaz antipsychot/neurolept, Self-harm, sequela	self_harm	action	present
T43.4X2	Poisoning by butyrophen/thiothixen neuroleptics, self-harm	self_harm	action	present
T43.4X2A	Poisoning by butyrophen/thiothixen neuroleptc, self-harm, initial	self_harm	action	present
T43.4X2D	Poisoning by butyrophen/thiothixen neuroleptc, self-harm, subsequent	self_harm	action	past
T43.4X2D	Poisoning by butyrophen/thiothixen neuroleptc, self-harm, subsequent	self_harm	action	present
T43.4X2S	Poisoning by butyrophen/thiothixen neuroleptc, Self-harm, sequela	self_harm	action	past
T43.4X2S	Poisoning by butyrophen/thiothixen neuroleptc, Self-harm, sequela	self_harm	action	present
T43.502	Poisoning by unspecified antipsychot/neurolept, self-harm	self_harm	action	present
T43.502A	Poisoning by unspecified antipsychot/neurolept, self-harm, initial	self_harm	action	present
T43.502D	Poisoning by unspecified antipsychot/neurolept, self-harm, subsequent	self_harm	action	past
T43.502D	Poisoning by unspecified antipsychot/neurolept, self-harm, subsequent	self_harm	action	present
T43.502S	Poisoning by unspecified antipsychot/neurolept, self-harm, sequela	self_harm	action	past
T43.502S	Poisoning by unspecified antipsychot/neurolept, self-harm, sequela	self_harm	action	present
T43.592	Poisoning by other antipsychot/neurolept, self-harm	self_harm	action	present
T43.592A	Poisoning by other antipsychot/neurolept, self-harm, initial	self_harm	action	present
T43.592D	Poisoning by other antipsychot/neurolept, self-harm, subsequent	self_harm	action	past
T43.592D	Poisoning by other antipsychot/neurolept, self-harm, subsequent	self_harm	action	present
T43.592S	Poisoning by other antipsychot/neurolept, self-harm, sequela	self_harm	action	past
T43.592S	Poisoning by other antipsychot/neurolept, self-harm, sequela	self_harm	action	present
T43.602	Poisoning by unspecified psychostimulants, intentional self-harm	self_harm	action	present
T43.602A	Poisoning by unspecified psychostimulants, self-harm, initial	self_harm	action	present
T43.602D	Poisoning by unspecified psychostimulants, self-harm, subsequent	self_harm	action	past
T43.602D	Poisoning by unspecified psychostimulants, self-harm, subsequent	self_harm	action	present
T43.602S	Poisoning by unspecified psychostimulants, self-harm, sequela	self_harm	action	past
T43.602S	Poisoning by unspecified psychostimulants, self-harm, sequela	self_harm	action	present
T43.612	Poisoning by caffeine, intentional self-harm	self_harm	action	present
T43.612A	Poisoning by caffeine, intentional self-harm, initial encounter	self_harm	action	present
T43.612D	Poisoning by caffeine, intentional self-harm, subsequent encounter	self_harm	action	past
T43.612D	Poisoning by caffeine, intentional self-harm, subsequent encounter	self_harm	action	present
T43.612S	Poisoning by caffeine, intentional self-harm, sequela	self_harm	action	past
T43.612S	Poisoning by caffeine, intentional self-harm, sequela	self_harm	action	present
T43.622	Poisoning by amphetamines, intentional self-harm	self_harm	action	present
T43.622A	Poisoning by amphetamines, intentional self-harm, initial	self_harm	action	present
T43.622D	Poisoning by amphetamines, intentional self-harm, subsequent	self_harm	action	past
